ATNn,CLKn,DATAn,datastream
1,0,1,0 | () 0x0
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,1,0,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,1,FHS | (S) 0x53
1,0,0,0x(S) 0x53
1,0,0,0 | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,0,0,RTS | (S) 0x53
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,0,RFD
1,1,1,IEOI
1,1,1,IEOI
1,1,1,IEOI
1,1,1,IEOI
1,1,1,IEOI
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,0,0,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,1,0,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,1,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,1,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,0,0,RCV
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
1,1,0,FHS | (D) 0x44
